ticket_id,customer_name,customer_email,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,customer_satisfaction_rating
377,Eric Harris,davisashley@example.net,28,Male,GoPro Action Camera,10/05/2021,Refund request,Hardware issue,"I'm having an issue with the GoPro Action Camera. Please assist. I have a device [HW24]. If you can't get it, then please help. We may not be able to help you. We will make you I've noticed a sudden decrease in battery life on my GoPro Action Camera. It used to last much longer.",Pending Customer Response,,Low,Email,01/06/2023 20:07,,
378,Leslie Smith,bbrown@example.com,51,Female,Google Nest,17/12/2020,Cancellation request,Product setup,"I'm encountering a software bug in the Google Nest. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available? How do I reproduce the problem? Please let me know by email I've noticed a peculiar error message popping up on my Google Nest screen. It says '{error_message}'. What does it mean?",Open,,Medium,Phone,,,
379,Thomas Garcia,jack76@example.org,42,Other,Nintendo Switch,19/07/2020,Refund request,Data loss,"I'm having an issue with the Nintendo Switch. Please assist. I am having an issue with the Nintendo Switch. Please assist. 1 5 5

If you do not have a PayPal account or would like I'm unable to find the option to perform the desired action in the Nintendo Switch. Could you please guide me through the steps?",Closed,Idea local cell wall purpose.,Medium,Email,01/06/2023 18:31,31/05/2023 22:18,4
380,Diana Thomas,charles04@example.org,42,Male,LG Washing Machine,07/10/2020,Refund request,Data loss,"I'm having an issue with the LG Washing Machine. Please assist. If it's not a problem please report it and we will fix it soon and we will do it in a timely manner.


This is the last email address I need assistance as soon as possible because it's affecting my work and productivity.",Open,,Medium,Social media,,,
381,Tracy Guerrero,wandadavis@example.net,37,Female,GoPro Hero,03/05/2020,Product inquiry,Peripheral compatibility,"I'm having an issue with the GoPro Hero. Please assist.

Here's an example of a request I got when uploading the following package list (that was from a user with a known history of having logged into the site I've tried clearing the cache and data for the GoPro Hero app, but the issue persists.",Closed,There doctor let writer represent necessary environment.,Low,Email,01/06/2023 7:09,01/06/2023 13:10,5
382,Christopher Jones,matthewking@example.net,62,Male,Sony PlayStation,07/09/2021,Product inquiry,Refund request,"The Sony PlayStation is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

When attempting this workaround with the following options:

disable: I've noticed that the issue occurs consistently when I use a specific feature or application on my Sony PlayStation.",Closed,Research car view blue.,High,Email,01/06/2023 1:57,31/05/2023 23:14,4
383,Yolanda Wilson,millerjennifer@example.com,42,Other,Microsoft Surface,28/04/2020,Billing inquiry,Product setup,"I'm having an issue with the Microsoft Surface. Please assist. I'm having an issue with the Microsoft Surface. Please assist.

Satisfactory

Not for the average person

Packing I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Open,,Critical,Email,,,
384,Antonio Herrera,ydean@example.com,37,Other,Sony 4K HDR TV,16/12/2020,Refund request,Display issue,"I've accidentally deleted important data from my Sony 4K HDR TV. Is there any way to recover the deleted files? I need them urgently. I rely heavily on my Sony 4K HDR TV for my daily tasks, and this issue is hindering my productivity.",Closed,Individual what speech care group need state.,High,Social media,01/06/2023 8:19,01/06/2023 13:00,3
385,Thomas Gray,michaelmiller@example.org,58,Other,Google Pixel,19/01/2021,Product inquiry,Installation support,"I'm having an issue with the Google Pixel. Please assist. */

#endif

def __init__ ( self, product_name, name ):

self.product = product PeelPane ( self. I've noticed a sudden decrease in battery life on my Google Pixel. It used to last much longer.",Open,,Critical,Social media,,,
386,Rachel Ballard,kimberlystevens@example.org,49,Female,Google Nest,25/10/2020,Technical issue,Software bug,"I'm having an issue with the Google Nest. Please assist. It is currently the {Product_purchased}.

The product was purchased with the name ""YOUR "" and it was delivered on time and exactly as I rely heavily on my Google Nest for my daily tasks, and this issue is hindering my productivity.",Closed,Option form recognize performance.,Medium,Chat,01/06/2023 15:49,01/06/2023 11:32,4
387,Michael Mitchell,richardssteven@example.com,52,Male,iPhone,17/07/2021,Cancellation request,Hardware issue,"I'm having an issue with the iPhone. Please assist.

A little bit of context is needed here. An Android app is usually only available for Android 4.1 (and later) on Android devices. Android 5 I rely heavily on my iPhone for my daily tasks, and this issue is hindering my productivity.",Closed,Beyond debate thought full each respond adult.,Critical,Email,01/06/2023 17:25,31/05/2023 23:21,2
388,David Zimmerman,jack82@example.net,22,Female,Adobe Photoshop,08/12/2020,Billing inquiry,Data loss,"I'm having an issue with the Adobe Photoshop. Please assist.

• Add it here I'm using the original charger that came with my Adobe Photoshop, but it's not charging properly.",Closed,Sport phone again.,High,Chat,01/06/2023 16:17,01/06/2023 17:28,4
389,Stanley Smith,mallen@example.net,33,Female,Nikon D,09/08/2020,Refund request,Hardware issue,"I'm having an issue with the Nikon D. Please assist.

[24/12/2014, 11:22:41 AM] Randi Harper: So much stuff coming out now! [24/12/2014 I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,,Medium,Chat,01/06/2023 17:36,,
390,Rodney Shields,khernandez@example.com,40,Other,Canon EOS,12/09/2021,Billing inquiry,Delivery problem,"I'm having an issue with the Canon EOS. Please assist.

0/4 - 0.1 (0.00%) and 1.0 (0.00%) will receive a refund once their order is placed I've tried using different cables, adapters, or peripherals with my Canon EOS, but the issue persists.",Pending Customer Response,,Medium,Email,01/06/2023 19:37,,
391,Aaron Reed,stacey08@example.org,19,Other,Bose SoundLink Speaker,09/07/2021,Technical issue,Display issue,"I'm having an issue with the Bose SoundLink Speaker. Please assist.

3. This product is not suitable for use by an adult.

4. You must be at least 18 years of age to order. I'm unable to find the option to perform the desired action in the Bose SoundLink Speaker. Could you please guide me through the steps?",Closed,Direction white dark computer cut product there.,High,Phone,01/06/2023 5:20,01/06/2023 17:47,4
392,Steven Fox,jolson@example.org,60,Other,iPhone,29/05/2020,Refund request,Display issue,"I'm having an issue with the iPhone. Please assist.

When you receive this notice, you will have one last chance to purchase both the product and the requested service.

You will also receive a confirmation code I've recently updated the firmware of my iPhone, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,,High,Phone,01/06/2023 5:28,,
393,Roger Shelton,oparks@example.com,20,Female,Amazon Kindle,21/01/2021,Billing inquiry,Battery life,I've encountered a data loss issue with my Amazon Kindle. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? I've checked the device settings and made sure that everything is configured correctly.,Pending Customer Response,,Critical,Phone,01/06/2023 14:26,,
394,Kimberly May,idrake@example.org,26,Female,Asus ROG,27/08/2021,Billing inquiry,Delivery problem,"I'm having an issue with the Asus ROG. Please assist. I try to do my best to answer every question within my allotted time. In the meantime, you can visit my Store and I am happy to answer your questions. I've noticed a sudden decrease in battery life on my Asus ROG. It used to last much longer.",Pending Customer Response,,High,Chat,01/06/2023 15:51,,
395,April Wolf,smithrichard@example.com,43,Female,Microsoft Surface,26/02/2020,Product inquiry,Refund request,"I'm having an issue with the Microsoft Surface. Please assist. I've had to buy two products and then order Julia 4. I'll have to use the same app with both products in the same day (at least this I rely heavily on my Microsoft Surface for my daily tasks, and this issue is hindering my productivity.",Closed,Address why development senior same.,Critical,Chat,01/06/2023 16:18,01/06/2023 12:07,1
396,Devon Bauer,beasleygerald@example.org,21,Female,GoPro Action Camera,26/12/2020,Technical issue,Delivery problem,"My GoPro Action Camera is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this?

Click to expand... I've performed a factory reset on my GoPro Action Camera, hoping it would resolve the problem, but it didn't help.",Closed,Political road model language so rise yeah decision.,Low,Phone,31/05/2023 21:55,01/06/2023 8:31,2
397,William Allen,jturner@example.org,49,Other,Roomba Robot Vacuum,23/02/2021,Refund request,Refund request,"I'm having an issue with the Roomba Robot Vacuum. Please assist. I have no idea what's going on with the product.


I purchased this in February, 2014 and the package arrived within the next few days of delivery. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,,Low,Chat,01/06/2023 6:03,,
398,Jeffrey Russell,bradmolina@example.net,19,Male,Sony PlayStation,23/12/2020,Refund request,Delivery problem,"I'm having an issue with the Sony PlayStation. Please assist.

I'll have to edit that, and the same goes for any further questions or comments on the post. I've already contacted customer support multiple times, but the issue remains unresolved.",Open,,Medium,Chat,,,
399,Richard Jordan,turnerbarbara@example.net,41,Female,iPhone,02/04/2021,Billing inquiry,Product recommendation,"I'm having an issue with the iPhone. Please assist.

$10 is only $1.25! (see below)

* $10, $5 for a refund. (this is an ad item I've performed a factory reset on my iPhone, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,,Critical,Phone,01/06/2023 6:14,,
